Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
2/17/2012 5:00,2.8,1.6,92,24,12.9,100.49,Cloudy
2/17/2012 6:00,3,0.9,86,30,16.1,100.54,Cloudy
2/17/2012 7:00,3,-0.3,79,24,24.1,100.58,Mostly Cloudy
2/17/2012 8:00,2.8,-1.2,75,32,24.1,100.67,Cloudy
2/17/2012 9:00,2.3,-2.4,71,32,24.1,100.74,Mostly Cloudy
2/17/2012 10:00,2.5,-3,67,41,48.3,100.76,Mostly Cloudy
2/17/2012 11:00,2.6,-4,62,32,48.3,100.77,Cloudy
2/17/2012 12:00,2.6,-4.1,61,24,24.1,100.71,Cloudy
2/17/2012 13:00,3,-4.3,59,22,24.1,100.66,Mostly Cloudy
2/17/2012 14:00,3.5,-5.1,53,28,24.1,100.62,Mostly Cloudy
2/17/2012 15:00,3,-4.4,58,30,24.1,100.63,Mostly Cloudy
2/17/2012 16:00,3.1,-4.9,56,26,24.1,100.64,Cloudy
2/17/2012 17:00,2.6,-3.9,62,26,24.1,100.66,Mostly Cloudy
2/17/2012 18:00,2.3,-3.7,64,22,25,100.69,Mostly Cloudy
2/17/2012 19:00,2,-3.5,67,28,25,100.68,Mostly Cloudy
2/17/2012 20:00,1.8,-3.4,68,24,25,100.68,Mostly Cloudy
2/17/2012 21:00,1.7,-3.6,68,19,25,100.7,Mostly Cloudy
2/17/2012 22:00,1.2,-3.9,69,15,25,100.72,Mainly Clear
2/17/2012 23:00,0.9,-4.1,69,26,25,100.7,Mainly Clear
2/18/2012 0:00,0.7,-3.9,71,24,25,100.71,Mainly Clear
2/18/2012 1:00,0.7,-4.5,68,22,25,100.71,Mainly Clear
2/18/2012 2:00,0.3,-4.4,71,22,25,100.74,Mainly Clear
2/18/2012 3:00,0.3,-4.7,69,26,25,100.72,Mostly Cloudy
2/18/2012 4:00,-0.3,-4.9,71,22,25,100.74,Mostly Cloudy
2/18/2012 5:00,-0.6,-5.1,72,19,25,100.79,Cloudy
2/18/2012 6:00,-0.2,-5,70,20,25,100.82,Mostly Cloudy
2/18/2012 7:00,-0.6,-5.2,71,24,25,100.84,Mostly Cloudy
2/18/2012 8:00,-0.6,-5.3,70,19,24.1,100.85,Mostly Cloudy
2/18/2012 9:00,-0.6,-5.4,70,24,48.3,100.85,Mainly Clear
2/18/2012 10:00,0.1,-5.3,67,24,48.3,100.83,Cloudy
2/18/2012 11:00,0.5,-5.1,66,17,48.3,100.81,Cloudy
2/18/2012 12:00,1.1,-5.7,60,15,48.3,100.75,Mostly Cloudy
2/18/2012 13:00,1.8,-6.1,56,20,48.3,100.7,Mostly Cloudy
2/18/2012 14:00,1.2,-5.4,61,15,48.3,100.7,Mostly Cloudy
2/18/2012 15:00,1.5,-5.8,58,19,48.3,100.71,Mostly Cloudy
2/18/2012 16:00,1.5,-6.3,56,19,48.3,100.73,Mostly Cloudy
2/18/2012 17:00,1,-6.2,59,13,48.3,100.78,Mostly Cloudy
2/18/2012 18:00,0.8,-6.9,56,15,25,100.88,Mostly Cloudy
2/18/2012 19:00,-0.6,-7.8,58,11,25,100.99,Mainly Clear
2/18/2012 20:00,-1.7,-7.8,63,11,25,101.09,Clear
2/18/2012 21:00,-2.4,-8.1,65,9,25,101.16,Clear
2/18/2012 22:00,-3.5,-8.3,69,9,25,101.21,Clear
2/18/2012 23:00,-3.9,-8.7,69,9,25,101.29,Clear
2/19/2012 0:00,-3.9,-8.8,69,13,25,101.37,Clear
2/19/2012 1:00,-4.5,-9.8,66,19,25,101.46,Mainly Clear
2/19/2012 2:00,-5.2,-10.2,68,9,25,101.49,Mainly Clear
2/19/2012 3:00,-6,-10.3,72,0,25,101.43,Clear
2/19/2012 4:00,-5.8,-10.5,69,7,25,101.44,Mainly Clear
2/19/2012 5:00,-5.9,-9.7,74,9,25,101.48,Mainly Clear
2/19/2012 6:00,-6.7,-10.3,76,6,25,101.5,Clear
2/19/2012 7:00,-6.3,-10.5,72,7,25,101.53,Mainly Clear
2/19/2012 8:00,-5.8,-9.9,73,7,24.1,101.57,Mostly Cloudy
2/19/2012 9:00,-5.2,-9.7,71,9,24.1,101.59,Mostly Cloudy
2/19/2012 10:00,-4.7,-9.7,68,15,48.3,101.59,Cloudy
2/19/2012 11:00,-4,-9.1,68,17,48.3,101.59,Mostly Cloudy
2/19/2012 12:00,-3.2,-9,64,17,48.3,101.56,Mainly Clear
2/19/2012 13:00,-2.7,-8.6,64,19,48.3,101.51,Mainly Clear
2/19/2012 14:00,-2.3,-9.5,58,15,48.3,101.45,Clear
2/19/2012 15:00,-1.6,-9.3,56,17,48.3,101.43,Clear
2/19/2012 16:00,-1.6,-9.7,54,20,48.3,101.37,Clear
2/19/2012 17:00,-2.1,-9.8,56,15,48.3,101.36,Clear
2/19/2012 18:00,-2.9,-9.8,59,13,48.3,101.39,Clear
2/19/2012 19:00,-3.2,-10,59,15,25,101.43,Clear
2/19/2012 20:00,-3.8,-10.1,62,13,25,101.47,Clear
2/19/2012 21:00,-4.8,-10,67,11,25,101.51,Clear
2/19/2012 22:00,-5.4,-10.2,69,9,25,101.52,Clear
2/19/2012 23:00,-6.3,-11.8,65,7,25,101.52,Clear
2/20/2012 0:00,-6.7,-12.4,64,4,25,101.55,Clear
2/20/2012 1:00,-7.6,-12.6,67,0,25,101.63,Clear
2/20/2012 2:00,-8.8,-12.3,76,4,25,101.66,Clear
2/20/2012 3:00,-8.8,-12.7,73,7,25,101.68,Clear
2/20/2012 4:00,-9.8,-13,77,6,25,101.69,Clear
2/20/2012 5:00,-10.2,-13.7,75,6,25,101.77,Clear
2/20/2012 6:00,-10.7,-14.3,75,4,25,101.81,Clear
2/20/2012 7:00,-11,-14.4,76,4,24.1,101.87,Clear
2/20/2012 8:00,-9.9,-14.4,70,4,48.3,101.98,Mainly Clear
2/20/2012 9:00,-8.7,-14.1,65,6,48.3,102.04,Mostly Cloudy
2/20/2012 10:00,-8,-13.7,64,9,48.3,102.07,Mostly Cloudy
2/20/2012 11:00,-7.1,-13.3,61,9,48.3,102.09,Mostly Cloudy
2/20/2012 12:00,-6,-12.1,62,11,48.3,102.1,Mostly Cloudy
2/20/2012 13:00,-4.7,-11.7,58,20,48.3,102.08,Mostly Cloudy
2/20/2012 14:00,-3.1,-10.5,57,17,48.3,102.07,Mainly Clear
2/20/2012 15:00,-2,-9.7,56,19,48.3,102.07,Mostly Cloudy
2/20/2012 16:00,-1.8,-8.5,60,20,48.3,102.06,Mainly Clear
2/20/2012 17:00,-1.9,-8.9,59,17,48.3,102.08,Clear
2/20/2012 18:00,-3.2,-8.8,65,9,48.3,102.1,Clear
2/20/2012 19:00,-3.6,-8.7,68,7,25,102.13,Clear
2/20/2012 20:00,-4,-9,68,6,25,102.16,Mainly Clear
2/20/2012 21:00,-3.5,-8.9,66,6,25,102.18,Clear
2/20/2012 22:00,,,,,,,
